HeartRate,SkinConductance,EEG,Temperature,PupilDiameter,SmileIntensity,FrownIntensity,CortisolLevel,ActivityLevel,AmbientNoiseLevel,LightingLevel,EmotionalState,CognitiveState,EngagementLevel
75,14.503354666683904,17.232899483428163,36.53533409515404,3.6817831212123453,0.8433583298024243,0.18117211275850542,0.686466066235046,108,38,604,engaged,focused,1
118,0.664150484362672,0.31121863079390466,37.26093648638245,2.4087238252534764,0.041288538425813794,0.6582323136673336,1.6020043182553836,33,37,704,disengaged,focused,3
115,1.1747092622759787,0.15668730338363135,37.053357485934185,2.274998742743679,0.11828148257978277,0.5086960790281274,1.7866883940007792,37,33,852,disengaged,focused,3
88,3.7870804874407047,5.467945660362113,36.10114038376969,2.654951113668634,0.4481625183020046,0.20494287587769666,1.4515586414360682,59,57,634,partially engaged,focused,3
113,0.16217925665716826,3.8448392155168687,37.07065748670138,2.442378455131229,0.10604439731830523,0.7845418458366189,1.6451804564040977,23,45,604,disengaged,distracted,3
81,3.2640712632368203,9.462162691635822,36.0589936041622,2.854342359405048,0.3696397964427321,0.2202670968265194,1.1933322784010019,86,59,973,partially engaged,distracted,3
97,3.1362543453220213,8.166692909212948,36.40657560049375,2.6485443265936204,0.3427442305644035,0.33337905417406843,1.3351600329153908,97,41,346,partially engaged,focused,2
74,13.530406621165099,15.21002172948357,36.81065104458605,3.0913714405614146,0.7163074664360228,0.04546048144770476,0.6271125150412545,111,36,530,engaged,distracted,1
70,12.437809301448562,15.909999590859538,36.76970909637674,3.42730604323449,0.9863549867806931,0.11203851084684667,0.626983199156111,173,34,346,engaged,distracted,1
71,13.515308052874937,16.231732430313926,36.67379594111488,3.619088565273801,0.7922244521557564,0.12130510115929818,0.8096301068938607,152,57,888,engaged,focused,1
67,10.860017273507115,12.833277386116265,36.98907656104202,3.2631502596023294,0.7348144403211826,0.17547300914261366,0.5400318313301131,170,58,719,engaged,focused,3
110,0.1424001969489963,4.4360215712894595,37.38291277348122,2.0984705866224456,0.12409359464285077,0.7384038705293647,1.9447953206834323,33,45,636,disengaged,focused,3
69,10.078500727175616,16.882280421776912,36.98951467971257,3.2359517891945266,0.5842606380412391,0.06840376499557403,0.5821995113601547,172,33,641,engaged,focused,1
81,3.1251238834847057,6.843620026378965,36.097264987450025,2.7237057271434977,0.42492711173763525,0.22783096690364477,1.4864064307351073,63,31,578,partially engaged,distracted,3
111,0.26931785324837043,3.836079765863401,37.308819025271774,2.4100320597716856,0.12013558459104104,0.7888509899728419,1.8134659154649289,6,33,896,disengaged,focused,3
97,4.9166641129010165,9.891118342906873,36.23561166545187,2.58137455389119,0.3404168629954878,0.37792027902487896,1.4558415021648679,79,33,442,partially engaged,focused,2
86,3.345664568137115,6.117136583748346,36.15483510004508,2.8503121790811505,0.3448381397678798,0.3243453230617764,1.2948688062781015,70,32,811,partially engaged,distracted,3
65,11.967136003530284,19.373395631247,36.58272082000944,3.6491892846364933,0.622119734044088,0.18071659706032836,0.5497497071283078,177,45,309,engaged,distracted,1
99,3.0647535210941217,9.770690396919047,36.42536534229302,2.6473091498424517,0.3015082185431997,0.2593314352236122,1.1406552352353714,83,44,540,partially engaged,focused,2
92,2.211319957910781,7.356474142666584,36.274165999264895,2.5464558306648515,0.3754995418275045,0.26341648347859015,1.2680281771635435,72,45,735,partially engaged,distracted,2
77,6.367550236133876,18.129477019446213,36.83927101489538,3.8890749167467193,0.724668029717717,0.17877795254443832,0.9328870611780378,130,39,468,engaged,focused,3
69,12.151647345384376,19.282453464380758,36.89848738944791,3.6092974392914146,0.5579263885018823,0.0582961345158197,0.9844212035491957,115,35,559,engaged,distracted,1
63,12.075533559193197,17.340042545436845,36.64272886014358,3.297671979346304,0.7344464927543919,0.0043577899524511075,0.8946615051805817,107,47,480,engaged,distracted,1
63,11.108386565849337,11.79783830977044,36.77318424551307,3.8349341485264095,0.6513623980391096,0.16653030045052808,0.892311641884994,148,51,609,engaged,focused,3
77,10.429424057977258,17.176173700192592,36.940265262826415,3.6410423182678944,0.6901720856247695,0.036925441347463075,0.8800179277312157,167,48,920,engaged,distracted,1
60,5.910538503094644,12.511002237065345,36.642464902762555,3.64720913449491,0.5804416838710295,0.18606138259737764,0.7771808431711367,151,54,781,engaged,focused,3
60,5.224469671617823,19.900863745790822,36.77876218809713,3.0351950021401777,0.7949888023498,0.08741575165793576,0.5120188483332044,173,56,996,engaged,distracted,3
71,10.460913252963927,19.57813182753358,36.873822306298386,3.850118868056112,0.6769977847723334,0.11087280816568197,0.8077028387138854,156,32,392,engaged,focused,1
99,3.0582350375512766,9.10627224944421,36.26988726012144,2.6521551382399617,0.3874553538228781,0.21315355396691515,1.4724543433749568,59,42,603,partially engaged,focused,2
79,12.80338247625157,17.944412009213938,36.628240263184054,3.5291744531818496,0.9802398757804887,0.017926908964165555,0.8415249490147817,191,48,765,engaged,distracted,1
77,13.012141878430363,14.747550617686375,36.8225528382932,3.49991438786686,0.8156361283205795,0.027606183039327315,0.5193316930890499,130,57,667,engaged,distracted,3
99,3.8455260489819407,7.279447120671205,36.01940599051343,2.517432953158513,0.3181176004241331,0.2706162314801732,1.0030914754818647,73,40,509,partially engaged,distracted,2
110,1.3019371438149396,1.9917766098295453,37.04173464759098,2.145352427952191,0.10874534696603295,0.5826906110048584,1.610617673958951,28,35,428,disengaged,distracted,3
79,9.84368151342658,15.738627739626502,36.573691633798674,3.3245763356293674,0.7050448416305765,0.1616425661033006,0.8850797615430763,187,59,713,engaged,focused,3
66,7.434563577719976,19.882471556902452,36.97606193906544,3.5632647205206203,0.8494512859470715,0.16028607644172901,0.860499210022452,126,35,531,engaged,distracted,3
85,4.795649845509278,5.726058433573352,36.14595179532816,2.652137325086328,0.3060116624403997,0.20725464693799814,1.4763964135414565,68,49,958,partially engaged,focused,3
61,12.148429288450242,13.665172035546203,36.61388020154664,3.1018373415997993,0.8644665058590186,0.03611300333504495,0.5348241349631488,183,39,446,engaged,focused,3
117,1.830387422849133,4.491363322462767,37.48549202893844,2.333714003003495,0.19438282602513693,0.7497434000095727,1.6354160701699796,26,39,652,disengaged,distracted,3
90,2.0125914824916955,5.940243765734543,36.002030293143434,2.859919230675245,0.3851068595442399,0.2625149454155717,1.380860445547594,87,31,350,partially engaged,distracted,2
105,0.9230579170801034,1.5263215080371795,37.11115910460711,2.1064629752413007,0.08183787494395976,0.797535906586379,1.5004268487187016,23,50,540,disengaged,focused,2
83,3.371782413775462,5.743120652349525,36.20249851943847,2.551599905952918,0.40660865757771664,0.2195876730765712,1.395254190586578,99,42,679,partially engaged,focused,3
117,0.8370327733053677,1.9074564662111366,37.04910444452443,2.261927803521411,0.1029004329714184,0.6404306133348816,1.8702591823412247,0,42,985,disengaged,distracted,3
74,6.365669267033004,10.166394642019503,36.87577652817451,3.2384237004953556,0.501003522919487,0.174486471507029,0.721894419245453,166,41,354,engaged,distracted,3
111,1.074620518007221,4.616129392431163,37.298189916351184,2.4858253023097467,0.027290223654091707,0.6704915313784511,1.8990625240032148,14,31,662,disengaged,distracted,3
87,3.835213717527415,8.643546242376763,36.380605757582735,2.885386344105304,0.43268887872779316,0.24316223728373165,1.2021178779197397,92,47,925,partially engaged,distracted,3
109,0.157893929673244,2.677683388985974,37.156261135662156,2.112696947158415,0.10116213670394301,0.681826802166961,1.5048861157097406,36,57,388,disengaged,distracted,2
81,2.6987436826671,7.254283413088045,36.04833238358284,2.6675765713111605,0.4013760888064406,0.34654804286715846,1.099038560029316,90,37,773,partially engaged,distracted,3
110,1.5023074072911569,3.8019369109025174,37.194530354809324,2.375810275422407,0.07735404172059153,0.769612048872438,1.5886111916532348,38,36,572,disengaged,distracted,3
79,14.8931618350921,11.965102888079187,36.793364539207346,3.8429406398772614,0.793279280373677,0.07445405162533546,0.5401142813588529,147,56,807,engaged,distracted,3
94,4.88258844884594,8.575159207791431,36.37469157717993,2.717984633000189,0.3219929656263412,0.2533432972334642,1.129855552033165,69,51,665,partially engaged,distracted,2
119,0.46435710036721023,3.5934769357376943,37.27355565986914,2.223390581515689,0.16195680534766277,0.5730485777555546,1.9415879853071616,4,49,970,disengaged,distracted,3
84,4.625176892506828,9.08791343924668,36.30078103441095,2.876593851924087,0.38666389804657936,0.30947555069994925,1.0310350683542555,93,57,597,partially engaged,distracted,3
112,0.11934331136499332,0.8469956281630364,37.39791632947522,2.000572975314128,0.05648086576917286,0.6752115973479865,1.7977249657346484,43,41,818,disengaged,distracted,3
61,10.094018695309703,17.253105755407006,36.74931223163314,3.6084910865636166,0.9488870341275255,0.0802902015224744,0.6925625354596111,158,56,534,engaged,focused,1
64,5.29771907407132,15.041484897283162,36.90211689451611,3.5499210705196633,0.634818082608338,0.15723368428987428,0.6348585020412694,109,41,799,engaged,focused,3
95,4.153791574503494,6.087114855671066,36.132033567836835,2.8746641278539244,0.33556718716544415,0.24917751729467555,1.0087737814113251,95,54,704,partially engaged,focused,2
82,4.083156357534624,6.071638809766566,36.34368819536394,2.7981883088466284,0.37322459584440065,0.28756516232688095,1.2839602516367041,96,39,601,partially engaged,distracted,3
66,12.206763590925183,16.558343876174053,36.577546803135505,3.2679964487953637,0.6965885157938002,0.05598592433128868,0.6139051453380657,131,40,380,engaged,distracted,1
84,3.696416394650751,6.129763554266269,36.45903828113432,2.595591519548658,0.4589901865649354,0.3933345333410586,1.363546364612118,98,33,589,partially engaged,distracted,3
104,0.43492068720779,1.0190974685825567,37.16228214212774,2.003565010110503,0.13633969401656693,0.5806003353883483,1.9075916161463764,21,45,488,disengaged,focused,2
117,0.4843442460945542,3.6062704871486977,37.37755889465271,2.1104990787618174,0.10019936732243913,0.6050605775938905,1.8859531217000445,19,41,941,disengaged,focused,3
106,1.5587265300954365,1.1757778500420852,37.37681094029218,2.4326871560464123,0.1757243193615145,0.7351020779058812,1.7040070834991343,21,46,429,disengaged,focused,2
96,3.915876197307277,5.805370890347343,36.4902244493182,2.8519929609323316,0.45067550904927367,0.21315534068222894,1.381708907110336,73,39,362,partially engaged,distracted,2
102,1.7661154584651346,2.0508215752090164,37.307166238292396,2.2641166163574793,0.07577647591024697,0.6163449627832793,1.7777325029543363,43,35,446,disengaged,distracted,2
95,3.340926708208217,9.925631118380622,36.17572738464286,2.8222894479404346,0.3274830999652936,0.21309627636604384,1.435771007000615,57,30,857,partially engaged,distracted,2
65,6.476434926371589,10.26338701748552,36.99496157121036,3.278870848991223,0.961771378468113,0.19917725515194318,0.7999206105715571,145,56,406,engaged,focused,3
79,13.062461495859326,17.501663163764576,36.87359506055284,3.9572356114840272,0.7433085461509962,0.13483360811133094,0.911938681812902,111,38,381,engaged,focused,1
115,1.3723915593711131,2.25569949750525,37.209668328699365,2.0362948215845593,0.0013002293656831033,0.658668189959553,1.7087464261757996,7,39,640,disengaged,focused,3
113,0.7763228959206339,0.7287058793698886,37.114994806645726,2.309045311582495,0.013484773240736337,0.6394171268750113,1.8047307930053822,10,50,793,disengaged,focused,3
74,7.054232565952628,11.028143862310536,36.65628486676148,3.885584789428589,0.7609259722476424,0.02713002118744161,0.6012495248020475,165,50,863,engaged,distracted,3
114,1.2325871123705932,4.369118686766701,37.25048091317968,2.1655882070505337,0.19925431356064083,0.6066899965422068,1.714301319890256,32,38,612,disengaged,focused,3
67,8.864901060585147,10.857100934382839,36.56965293333638,3.004640825498007,0.5047721462911876,0.0760575779005704,0.9045819024738881,196,47,834,engaged,focused,3
90,3.5577477127546597,9.098965720852792,36.44018936259309,2.924870364072688,0.4624264211606078,0.23654261471265678,1.2969381126826105,64,41,311,partially engaged,distracted,2
87,2.2675114315591505,5.510816169531109,36.45114078522031,2.815093219560599,0.3524634428996013,0.25586007784269127,1.305097415824315,99,34,440,partially engaged,focused,3
102,1.8652340343406675,2.3921841902043828,37.28060282654943,2.298049263835048,0.08199594517731337,0.7515448071697473,1.5925879694225296,9,44,694,disengaged,distracted,2
81,4.866235082237088,9.534060750482242,36.394688038688756,2.856163343020669,0.34702766160395404,0.3267806454096225,1.321636996905148,69,54,770,partially engaged,distracted,3
74,13.500840213306361,19.483637310214803,36.6806248472868,3.5186462894216692,0.889547627906498,0.11241562751312975,0.9967417608531247,112,35,799,engaged,distracted,1
116,0.14021927854568372,1.0347657597431463,37.16768714243976,2.1842993475930794,0.13522092865083168,0.6587064021678573,1.6910542351526634,12,39,416,disengaged,focused,3
119,1.54105055861526,0.20502344347391233,37.414658746461285,2.270498260707365,0.10556383824490341,0.7113735883319598,1.9297797663267326,13,53,798,disengaged,focused,3
103,0.3013164639778365,4.393154630865036,37.02033600918506,2.4036685853599042,0.13608432528512962,0.7714182822268838,1.9487315751237233,8,30,812,disengaged,distracted,2
99,2.374014365504605,5.392343058720273,36.224138572915365,2.54879876992437,0.44558047662251854,0.39378814210151997,1.2847914788915464,84,47,512,partially engaged,distracted,2
114,0.6420396211017994,1.3266203503233358,37.326159600776776,2.279505446298421,0.07248212836266033,0.6924462412416764,1.635610760192059,40,41,696,disengaged,focused,3
88,3.7847907122024758,9.203003112520726,36.014791422272616,2.681471296087823,0.46313867544889314,0.3627909567603446,1.4243439634414665,84,54,371,partially engaged,distracted,3
76,6.465033405054186,17.85098008951025,36.62256300222725,3.737817727586946,0.7275008092639863,0.19725269291055447,0.7899469153746405,134,56,540,engaged,focused,3
112,0.036133270191728295,3.0429079893782256,37.41522979521468,2.1184008850302254,0.04421275101703692,0.6826658549357811,1.908989638212747,12,39,784,disengaged,focused,3
65,9.841642473920018,14.680816210850985,36.822481885372596,3.55563475720497,0.8170440288070591,0.17479988510757885,0.8731530847438047,169,58,464,engaged,distracted,3
95,3.3733380537969193,5.081529508932524,36.08703206870366,2.7442568199978767,0.46453069181007384,0.25574540134542484,1.2613217165655746,97,43,672,partially engaged,focused,2
101,0.28735287270954046,0.2298114850555516,37.43857990100901,2.0059164179398863,0.012264196567013564,0.7415216482484308,1.641004168386528,24,35,317,disengaged,distracted,2
60,6.92518871819798,17.09402769719331,36.53070329157056,3.9189347431104973,0.5405374580736494,0.18284627526883251,0.7454036247263514,122,54,620,engaged,focused,3
117,1.300356251922024,0.6355964592852426,37.2530850428276,2.264581550477831,0.10288928562706195,0.670847551556003,1.5093623568971952,44,46,586,disengaged,focused,3
100,1.7540938492154992,1.9053107339278301,37.29496158913691,2.435300421287856,0.04296281282082692,0.6457224069850562,1.9803709108643344,32,40,856,disengaged,distracted,2
104,0.7021524774864765,4.425420596867233,37.477441519383774,2.4750538213430695,0.13978847839371425,0.6528805666473838,1.591344467453671,12,55,635,disengaged,distracted,2
109,1.8120389115529763,1.7991601604627934,37.031507695346406,2.300298351789725,0.024963533808368535,0.7389788724223725,1.8208732212505288,30,37,311,disengaged,distracted,2
63,8.810706764344223,17.745602499145875,36.70867073663316,3.9723654847799783,0.8678702249467246,0.0030999833380642053,0.9399928457804182,153,47,506,engaged,focused,3
66,12.34492400611051,18.649685594304803,36.76817481394978,3.289049732945779,0.6756577726265878,0.06857786591921121,0.6633390519047562,110,37,621,engaged,focused,1
95,2.9212472392500235,5.93347148730706,36.41928883318571,2.8708916654448515,0.4861674063119821,0.23310394712098192,1.0721256570582958,60,42,727,partially engaged,distracted,2
100,0.824668431266645,0.3759642385087819,37.37778859764194,2.200726910151886,0.06860475455627806,0.6527324997174307,1.854478401881424,35,49,433,disengaged,distracted,2
80,2.0692688680466027,8.34262569223057,36.42255282049013,2.6773135472215595,0.3092066272283437,0.39735511947711155,1.1318491277255336,89,57,731,partially engaged,focused,3
71,12.385570406335567,12.939165968905657,36.78735160195974,3.4155599944371424,0.5588819961383092,0.06605740249842205,0.8624352528570334,121,42,783,engaged,focused,3
101,1.48010599335157,4.151628402973506,37.420725336653405,2.283199847380234,0.15601478712465813,0.6477185376441558,1.9757649182091503,38,43,336,disengaged,focused,2
108,0.8782088948139348,3.074586212080297,37.11549493659997,2.277898120572149,0.16157867138690096,0.5771254897411169,1.7901611229571015,36,42,324,disengaged,distracted,2
100,0.7008451436321848,4.97241441226067,37.28188759921482,2.4122307795464693,0.14502704458215823,0.7558415941108843,1.586900477269284,32,58,955,disengaged,distracted,2
93,3.4013692780794185,6.960640734846361,36.361935519157356,2.954806898441456,0.3050072672474888,0.28964776931107933,1.3053906780389737,83,40,981,partially engaged,focused,2
114,0.3515450200949215,3.1556844810389926,37.06162316808975,2.245655383756349,0.1310363627353735,0.6737383750266531,1.5700002413503713,44,30,361,disengaged,distracted,3
111,1.8161488050591819,4.068057576730585,37.486961939443596,2.2041259020825676,0.06623315084440687,0.508455215703535,1.7249479279940467,45,33,468,disengaged,distracted,3
76,10.135912763692904,16.620095646140467,36.77580143299205,3.274020717402408,0.8981412191475311,0.03467220249438674,0.952489916893182,133,41,659,engaged,distracted,1
67,5.286101435992352,19.19876727675241,36.71537517098288,3.2034951005403114,0.777832036574393,0.04378123251826332,0.603010999840804,175,47,584,engaged,focused,3
77,10.729932782532224,19.968254368112405,36.929509077185386,3.0076707992897886,0.5252778547686949,0.12201588802624892,0.813128040566149,155,45,805,engaged,distracted,1
86,3.389769813183508,5.450369314734456,36.498280709756926,2.7757653264661415,0.4400954939380284,0.2813484774382623,1.273857854089618,96,52,798,partially engaged,distracted,3
112,0.3653319894107565,3.4707170747982428,37.443493146753426,2.287969083705895,0.1279392756733122,0.6223013268551413,1.837380416858257,6,38,941,disengaged,focused,3
89,2.8380689697222796,8.657628076342908,36.28928770569161,2.618738347502812,0.35243431034832307,0.2982306348620901,1.2096184707486801,57,43,419,partially engaged,distracted,3
116,0.2381420014690383,0.8156993811394148,37.16677680730066,2.4575705994904546,0.15509554860118901,0.597236381699696,1.5438179088913675,23,56,967,disengaged,focused,3
94,3.8770079897747194,5.742050616913186,36.339854314639545,2.5524521931746555,0.47442208175860545,0.30333209916038806,1.1925703681557898,94,59,419,partially engaged,distracted,2
70,5.881800612408529,13.368593821760868,36.6988423630403,3.909709665389178,0.9780039622581007,0.024076092933024953,0.5595538398943904,185,36,568,engaged,focused,3
92,2.725443257111458,5.178114328770493,36.137797967385325,2.846763213612994,0.38520723254791234,0.3033740703303521,1.4586477983074426,73,53,506,partially engaged,focused,2
88,4.5557922473716825,8.874278987153533,36.131867093472515,2.6621170631870417,0.36205556715513204,0.3295617596043823,1.0306057534944897,50,58,949,partially engaged,focused,3
107,1.034311940977916,2.860688735826767,37.06494641314938,2.420340754308791,0.1573919365928394,0.6969411181660828,1.7330955181644692,29,34,750,disengaged,distracted,2
76,8.71800997717288,16.180222786815122,36.78772046326533,3.394241987834916,0.6533369858440381,0.08140215844746448,0.7869557030166989,190,30,813,engaged,focused,3
97,4.282889953282426,7.657337479787065,36.0338375816128,2.684158252813063,0.4769826914423987,0.3510473062399904,1.1616233919720036,51,32,898,partially engaged,focused,2
94,2.0272825409072577,7.169040182591634,36.1794852148435,2.769544502603397,0.4593545721139691,0.3684861604300894,1.200614999805846,77,50,454,partially engaged,distracted,2
78,11.412149902350247,10.644376255526923,36.86691505971073,3.5390901450222474,0.5992914891130416,0.10790458870252993,0.5914988583010494,149,53,451,engaged,distracted,3
78,12.23828681822945,11.867684162700089,36.869274937185054,3.479352289215833,0.7268708795471508,0.17028700757149495,0.8543017621703344,118,40,410,engaged,focused,3
95,3.102595843784351,8.525408154176677,36.37072588401968,2.848303193680406,0.48734271192629963,0.24745885539903023,1.0947282265574882,81,31,311,partially engaged,focused,2
87,3.2072554827709463,7.359545549572938,36.35836239134073,2.938153014833397,0.35444376016795515,0.26841535919421416,1.4653696981812063,59,43,515,partially engaged,distracted,3
90,4.972286466618138,9.117267822352002,36.3728705682757,2.6040233271331346,0.4752279569368014,0.3051577687071093,1.4446450110359779,60,41,580,partially engaged,focused,2
81,2.7428521971828332,6.36414192457149,36.48912429694449,2.8371457527836186,0.4863361991241932,0.3669990044409644,1.2892992453390488,60,56,441,partially engaged,distracted,3
103,1.251732219230736,3.5025349783944018,37.12654220161071,2.4047896304574925,0.19006490779345467,0.6395717945539808,1.8505335915549388,28,43,869,disengaged,distracted,2
100,1.5886866879708759,1.7943914401876442,37.478293776739775,2.4968574041297895,0.1832001085191686,0.5254630234448432,1.6665915777480134,19,41,511,disengaged,distracted,2
89,3.4411927645625906,5.532481585022255,36.41973577116155,2.872570774210239,0.31177532060308244,0.24188291791905708,1.2786387816575053,59,34,630,partially engaged,distracted,3
103,1.7840511380599469,4.345914319902552,37.498954660895144,2.292591570749207,0.15023832729027717,0.5608015718921914,1.8337644091120848,26,33,684,disengaged,focused,2
80,4.492378168517222,9.692332313088816,36.434416736350805,2.934346947449426,0.31274466533774364,0.3691923905391912,1.303739197251559,86,31,838,partially engaged,focused,3
